ID,単語 Word,発音記号,品詞,難易度 CEFR,カテゴリ,日本語訳,例文 Example,例文訳,語源・語根,接頭辞,類義語 Synonyms,反義語 Antonyms,IELTS頻度,英検頻度,大学入試頻度,総合優先度
2919,transcend,,動/句,,IELTS VOCAB,超越する,"The UX designer used the term ""transcend"" when describing how to improve the content guideline.",UXデザイナーは、コンテンツガイドラインを改善する方法を説明する際に「transcend」という語を使った。,,,,,★☆☆,,,🟡 標準
2920,dub,,動/句,,IELTS VOCAB,を〜と呼ぶ；吹き替え,"The UX designer used the term ""dub"" when describing how to improve the accessibility audit.",UXデザイナーは、アクセシビリティ監査を改善する方法を説明する際に「dub」という語を使った。,,,,,★☆☆,,,🟡 標準
2922,obese,,名/他,,IELTS VOCAB,肥満の,The UX designer documented the obese in the dashboard layout so the team could align on the user experience.,UXデザイナーはチームがユーザー体験について認識を合わせられるように、ダッシュボードレイアウトに関する肥満のを記録した。,,,,,★☆☆,,,🟡 標準
2923,affiliate,,名/他,,IELTS VOCAB,加盟させる；関係機関,"The UX designer used the term ""affiliate"" when describing how to improve the support article.",UXデザイナーは、サポート記事を改善する方法を説明する際に「affiliate」という語を使った。,,,,,★☆☆,,,🟡 標準
2924,additive,,名/他,,IELTS VOCAB,添加物；添加の,The UX designer documented the additive in the error message so the team could align on the user experience.,UXデザイナーはチームがユーザー体験について認識を合わせられるように、エラーメッセージに関する添加物、添加のを記録した。,,,,,★☆☆,,,🟡 標準
2925,unparalleled,,形,,IELTS VOCAB,比類のない；前例のない,The UX designer wrote a unparalleled note about the confirmation screen in the design handoff.,UXデザイナーはデザイン引き継ぎ資料で、確認画面について「比類のない、前例のない」という意味合いのメモを書いた。,,,,,★☆☆,,,🟡 標準
2929,denounce,,動/句,,IELTS VOCAB,を非難する；告発する,"The UX designer used the term ""denounce"" when describing how to improve the checkout form.",UXデザイナーは、チェックアウトフォームを改善する方法を説明する際に「denounce」という語を使った。,,,,,★☆☆,,,🟡 標準
2930,loot,,動/句,,IELTS VOCAB,略奪品；を略奪する,"The UX designer used the term ""loot"" when describing how to improve the settings page.",UXデザイナーは、設定画面を改善する方法を説明する際に「loot」という語を使った。,,,,,★☆☆,,,🟡 標準
2931,detain,,動/句,,IELTS VOCAB,を拘留する；を引き止める,"The UX designer used the term ""detain"" when describing how to improve the account setup flow.",UXデザイナーは、アカウント設定フローを改善する方法を説明する際に「detain」という語を使った。,,,,,★☆☆,,,🟡 標準
2932,jeopardise,,動/句,,IELTS VOCAB,を危険にさらす,"The UX designer used the term ""jeopardise"" when describing how to improve the research summary.",UXデザイナーは、リサーチ要約を改善する方法を説明する際に「jeopardise」という語を使った。,,,,,★☆☆,,,🟡 標準
2938,watertight,,形,,IELTS VOCAB,水密の；反論の余地のない,The UX designer wrote a watertight note about the dashboard layout in the design handoff.,UXデザイナーはデザイン引き継ぎ資料で、ダッシュボードレイアウトについて「水密の、反論の余地のない」という意味合いのメモを書いた。,,,,,★☆☆,,,🟡 標準
2939,sprout,,動/句,,IELTS VOCAB,発芽する；もやし,"The UX designer used the term ""sprout"" when describing how to improve the support article.",UXデザイナーは、サポート記事を改善する方法を説明する際に「sprout」という語を使った。,,,,,★☆☆,,,🟡 標準
2940,entice,,動/句,,IELTS VOCAB,を誘惑する；引き付ける,"The UX designer used the term ""entice"" when describing how to improve the error message.",UXデザイナーは、エラーメッセージを改善する方法を説明する際に「entice」という語を使った。,,,,,★☆☆,,,🟡 標準
2941,infuse,,動/句,,IELTS VOCAB,を注入する；を染み込ませる,"The UX designer used the term ""infuse"" when describing how to improve the confirmation screen.",UXデザイナーは、確認画面を改善する方法を説明する際に「infuse」という語を使った。,,,,,★☆☆,,,🟡 標準
2942,resourceful,,形,,IELTS VOCAB,資源豊富な；機転の利く,"The UX designer used the term ""resourceful"" when describing how to improve the mobile form.",UXデザイナーは、モバイルフォームを改善する方法を説明する際に「resourceful」という語を使った。,,,,,★☆☆,,,🟡 標準
2943,alienate,,動/句,,IELTS VOCAB,を疎外する；遠ざける,"The UX designer used the term ""alienate"" when describing how to improve the design system.",UXデザイナーは、デザインシステムを改善する方法を説明する際に「alienate」という語を使った。,,,,,★☆☆,,,🟡 標準
2947,misconception,,名/他,,IELTS VOCAB,誤解；思い違い,The UX designer documented the misconception in the account setup flow so the team could align on the user experience.,UXデザイナーはチームがユーザー体験について認識を合わせられるように、アカウント設定フローに関する誤解、思い違いを記録した。,,,,,★☆☆,,,🟡 標準
2948,pane,,名/他,,IELTS VOCAB,窓ガラス；板ガラス,The UX designer documented the pane in the research summary so the team could align on the user experience.,UXデザイナーはチームがユーザー体験について認識を合わせられるように、リサーチ要約に関する窓ガラス、板ガラスを記録した。,,,,,★☆☆,,,🟡 標準
2949,evacuate,,動/句,,IELTS VOCAB,を避難させる,"The UX designer used the term ""evacuate"" when describing how to improve the design review.",UXデザイナーは、デザインレビューを改善する方法を説明する際に「evacuate」という語を使った。,,,,,★☆☆,,,🟡 標準
2950,sustenance,,名/他,,IELTS VOCAB,食物；生活の糧,The UX designer documented the sustenance in the prototype test so the team could align on the user experience.,UXデザイナーはチームがユーザー体験について認識を合わせられるように、プロトタイプテストに関する食物、生活の糧を記録した。,,,,,★☆☆,,,🟡 標準
2956,pretender,,名/他,,IELTS VOCAB,主張者；偽者,The UX designer documented the pretender in the error message so the team could align on the user experience.,UXデザイナーはチームがユーザー体験について認識を合わせられるように、エラーメッセージに関する主張者、偽者を記録した。,,,,,★☆☆,,,🟡 標準
2957,overstate,,動/句,,IELTS VOCAB,を誇張する,"The UX designer used the term ""overstate"" when describing how to improve the confirmation screen.",UXデザイナーは、確認画面を改善する方法を説明する際に「overstate」という語を使った。,,,,,★☆☆,,,🟡 標準
2958,sear,,動/句,,IELTS VOCAB,を焦がす；焼き付ける,"The UX designer used the term ""sear"" when describing how to improve the mobile form.",UXデザイナーは、モバイルフォームを改善する方法を説明する際に「sear」という語を使った。,,,,,★☆☆,,,🟡 標準
2959,moisten,,動/句,,IELTS VOCAB,を湿らせる；濡らす,"The UX designer used the term ""moisten"" when describing how to improve the design system.",UXデザイナーは、デザインシステムを改善する方法を説明する際に「moisten」という語を使った。,,,,,★☆☆,,,🟡 標準
